MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2023
41420,"Salem, OR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41420,"Salem, OR (Metropolitan Statistical Area)",3,RPPs: All items,102.410
41420,"Salem, OR (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.556
41420,"Salem, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",95.339
41420,"Salem, OR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.355
41420,"Salem, OR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.199
41420,"Salem, OR (Metropolitan Statistical Area)",8,Implicit regional price deflator,123.396
41500,"Salinas, CA (Metropolitan Statistical Area)",,Real personal income,
41500,"Salinas, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",21856.5
41500,"Salinas, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50744
41500,"Salinas, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41500,"Salinas, CA (Metropolitan Statistical Area)",3,RPPs: All items,112.988
41500,"Salinas, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
41500,"Salinas, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",166.642
41500,"Salinas, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",135.209
41500,"Salinas, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
41500,"Salinas, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,136.141
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",,Real personal income,
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",24282.9
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54277
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",3,RPPs: All items,95.120
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.189
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",86.767
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",97.051
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.260
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",8,Implicit regional price deflator,114.611
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",,Real personal income,
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",76991.8
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",60726
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",3,RPPs: All items,96.404
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.018
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",118.617
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",72.928
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.365
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",8,Implicit regional price deflator,116.159
41660,"San Angelo, TX (Metropolitan Statistical Area)",,Real personal income,
41660,"San Angelo, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7330.2
41660,"San Angelo, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",60082
41660,"San Angelo, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41660,"San Angelo, TX (Metropolitan Statistical Area)",3,RPPs: All items,90.869
41660,"San Angelo, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
41660,"San Angelo, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",78.887
41660,"San Angelo, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.419
41660,"San Angelo, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
41660,"San Angelo, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.489
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",,Real personal income,
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",142697.2
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",52773
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",3,RPPs: All items,93.727
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",94.162
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.530
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.933
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",,Real personal income,
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",192985.3
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",59017
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",3,RPPs: All items,111.491
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",103.537
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",185.829
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",154.242
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",100.651
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,134.337
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",,Real personal income,
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",419973.2
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",91959
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",3,RPPs: All items,118.225
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",117.206
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",200.176
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",157.477
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",105.669
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,142.450
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",,Real personal income,
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",212234.6
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",109075
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",3,RPPs: All items,112.867
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",213.011
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",135.181
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,135.995
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",,Real personal income,
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",15369.7
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54572
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",3,RPPs: All items,110.819
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",149.596
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",127.129
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,133.527
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",,Real personal income,
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",17112.8
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",65429
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",3,RPPs: All items,112.590
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",175.138
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",133.763
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,135.661
42140,"Santa Fe, NM (Metropolitan Statistical Area)",,Real personal income,
42140,"Santa Fe, NM (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",10795.5
42140,"Santa Fe, NM (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",69221
42140,"Santa Fe, NM (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
42140,"Santa Fe, NM (Metropolitan Statistical Area)",3,RPPs: All items,93.370
42140,"Santa Fe, NM (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.413
42140,"Santa Fe, NM (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",90.889
42140,"Santa Fe, NM (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",75.891
42140,"Santa Fe, NM (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.686
42140,"Santa Fe, NM (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.502
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",,Real personal income,
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",26752.5
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",60628
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",3,RPPs: All items,113.488
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",175.478
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",127.966
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,136.743
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",,Real personal income,
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",30359.2
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",63010
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",3,RPPs: All items,110.084
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",146.622
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",135.976
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,132.642
42340,"Savannah, GA (Metropolitan Statistical Area)",,Real personal income,
42340,"Savannah, GA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",21463.7
42340,"Savannah, GA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50511
42340,"Savannah, GA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
42340,"Savannah, GA (Metropolitan Statistical Area)",3,RPPs: All items,95.569
42340,"Savannah, GA (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.911
42340,"Savannah, GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",89.899
42340,"Savannah, GA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",86.547
42340,"Savannah, GA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.049
42340,"Savannah, GA (Metropolitan Statistical Area)",8,Implicit regional price deflator,115.153
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",,Real personal income,
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",27926.0
